Structure [idcode]	Molecule Name	MolRegNo	m	Value	Unit	Type	Ligand Efficiency	Binding Efficiency	Surface Efficiency	Assay Index	Assay Category	Assay Organism	Target ID	Target Name	Target Organism	Target Description	Sequence Accession	Reference	Pubmed ID	DOI	InChI-Key	Molecular Formula	Monoisotopic Mass	Druglikeness	
feo@p@@HCUl|bbTrTRRbfRReQFVcgiZcfuMPPA@UEPUAeDBP	Compound 63	387494	<	25	%	Inhibition				294022		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	CMJGAYUQSLJSCR-CQSZACIVSA-N	C20H16O6	352.094690	0.75401	
feo@p@@HCUl|bbTrTRRbfRReQFVcgiZcfuMPPA@UEPUAeDBP	Compound 64	387494	<	25	%	Inhibition				294023		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	CMJGAYUQSLJSCR-CQSZACIVSA-N	C20H16O6	352.094690	0.75401	
feo@p@@HCUl|bbTrTRRbfRReQFVcgiZcfuMPPA@UEPUAeDBP	Compound 65	387494		0		Inhibition				294025		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	CMJGAYUQSLJSCR-CQSZACIVSA-N	C20H16O6	352.094690	0.75401	
feo@p@@HCUl|bbTrTRRbfRReQFVcgiZcfuMPPA@UEPUAeDBP	Compound 66	387494		0		Inhibition				294024		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	CMJGAYUQSLJSCR-CQSZACIVSA-N	C20H16O6	352.094690	0.75401	
gOqHF@aJY}ZYX@	Compound 67	146417	<	10	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	CNUDBTRUORMMPA-UHFFFAOYSA-N	C5H4OS	111.998285	-0.8275	
foAPa@BZyHDPxHRYUvyZLlz@Bfeb@@	Compound 68	371904	=	270	nM	IC50	0.60	27.29	12.61	278391		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	CSEAAOWXHPFATP-UHFFFAOYSA-N	C9H5N2O2ClS	239.976025	1.0081	
foAPa@BZyHDPxHRYUvyZLlz@Bfeb@@	Compound 69	371904	=	98	%	Inhibition				278392		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	CSEAAOWXHPFATP-UHFFFAOYSA-N	C9H5N2O2ClS	239.976025	1.0081	
eaYRN@@DAElPCHdfhZ\bbTJbRbtTRrbVbfTLlRqEEKKUUTmTuSMUULtuDXT\DVT]TPJP	Compound 70	329386	=	70000	nM	IC50	0.14	7.44	2.65	251881		Carona virus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 48 (22), 6767-6771 (2005)	16250632	10.1021/jm050548m	CSNQHKJCKPMZCY-IMIIHFCZSA-N	C29H42N4O7	558.305351	-2.5974	
eaYRN@@DAElPCHdfhZ\bbTJbRbtTRrbVbfTLlRqEEKKUUTmTuSMUULtuDXT\DVT]TPJP	Compound 71	329386	=	70000	nM	IC50				298649		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 17 (21), 5876-5880 (2007)	17855091	10.1016/j.bmcl.2007.08.031	CSNQHKJCKPMZCY-IMIIHFCZSA-N	C29H42N4O7	558.305351	-2.5974	
eaYRN@@DAElPCHdfhZ\bbTJbRbtTRrbVbfTLlRqEEKKUUTmTuSMUULtuDXT\DVT]TPJP	Compound 72	329386	=	0.25	hr	T1/2				250668		Carona virus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 48 (22), 6767-6771 (2005)	16250632	10.1021/jm050548m	CSNQHKJCKPMZCY-IMIIHFCZSA-N	C29H42N4O7	558.305351	-2.5974	
eaYRN@@DAElPCHdfhZ\bbTJbRbtTRrbVbfTLlRqEEKKUUTmTuSMUULtuDXT\DVT]TPJP	Compound 73	329386	=	0.045	1/min	kinact				250773		Carona virus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 48 (22), 6767-6771 (2005)	16250632	10.1021/jm050548m	CSNQHKJCKPMZCY-IMIIHFCZSA-N	C29H42N4O7	558.305351	-2.5974	
fbm``@J@PdrvkLjoQgdqruUT@@@P@@@	Compound 74	333691	<	10	%	Inhibition				254534		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	CWIVVRPOHJFJTG-UHFFFAOYSA-N	C17H17NO2	267.125929	0.44587	
fbuQQAMQEJr\`bNAFimtYsvQQIYRFJKYRcOA`@e``I`@@	Compound 75	356370	=	15000	nM	IC50	0.33	15.33	4.63	266027		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (17), 5154-5161 (2006)	16913704	10.1021/jm060207o	CWTLKYCMNTVRJN-UHFFFAOYSA-N	C11H7N2O5ClS	313.976420	-5.8775	
fakA`@@ZsdTTRbRbbTfVeXJQ`eZBHhjjjjICDI@@	Compound 76	387457	>	10000	nM	EC50				294026		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	CZEPBGSMIRTHKN-IERDGZPVSA-N	C21H30O3	330.219495	-4.3704	
fakA`@@ZsdTTRbRbbTfVeXJQ`eZBHhjjjjICDI@@	Compound 77	387457	<	25	%	Inhibition				294022		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	CZEPBGSMIRTHKN-IERDGZPVSA-N	C21H30O3	330.219495	-4.3704	
fakA`@@ZsdTTRbRbbTfVeXJQ`eZBHhjjjjICDI@@	Compound 78	387457	<	25	%	Inhibition				294023		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	CZEPBGSMIRTHKN-IERDGZPVSA-N	C21H30O3	330.219495	-4.3704	
fakA`@@ZsdTTRbRbbTfVeXJQ`eZBHhjjjjICDI@@	Compound 79	387457		0		Inhibition				294025		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	CZEPBGSMIRTHKN-IERDGZPVSA-N	C21H30O3	330.219495	-4.3704	
fakA`@@ZsdTTRbRbbTfVeXJQ`eZBHhjjjjICDI@@	Compound 80	387457		0		Inhibition				294024		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	CZEPBGSMIRTHKN-IERDGZPVSA-N	C21H30O3	330.219495	-4.3704	
e`tzNH@A@lmlVCDng`]P@cIEDiXdhihhdkEMBhhcDeEEBbQQdT{{TkUSUSUMUUMUU@pECGDtedFara`@	Compound 81	371775	<	10	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	CZOUMHMETDLVRR-IUKJXSKWSA-N	C35H49N5O7S	683.335270	3.5681	
feo@p@@HRWltfVuYeUnuRT}fMV}GMjjh@@Hbj`iFJJD@@	Compound 82	387491	>	10000	nM	EC50				294026		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	DDWGQGZPYDSYEL-GJZGRUSLSA-N	C20H18O6	354.110340	0.19401	
feo@p@@HRWltfVuYeUnuRT}fMV}GMjjh@@Hbj`iFJJD@@	Compound 83	387491	=	50	%	Inhibition				294025		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	DDWGQGZPYDSYEL-GJZGRUSLSA-N	C20H18O6	354.110340	0.19401	
feo@p@@HRWltfVuYeUnuRT}fMV}GMjjh@@Hbj`iFJJD@@	Compound 84	387491	<	25	%	Inhibition				294022		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	DDWGQGZPYDSYEL-GJZGRUSLSA-N	C20H18O6	354.110340	0.19401	
feo@p@@HRWltfVuYeUnuRT}fMV}GMjjh@@Hbj`iFJJD@@	Compound 85	387491	=	25	%	Inhibition				294023		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	DDWGQGZPYDSYEL-GJZGRUSLSA-N	C20H18O6	354.110340	0.19401	
feo@p@@HRWltfVuYeUnuRT}fMV}GMjjh@@Hbj`iFJJD@@	Compound 86	387491	=	25	%	Inhibition				294024		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	DDWGQGZPYDSYEL-GJZGRUSLSA-N	C20H18O6	354.110340	0.19401	
fcoHa@NN|NRPQF`aIe][geYvUzLce^x@JZh@b`p@HJH@@	Compound 87	348802	=	3.3113e12	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	DGNRVGPZXZKQQS-UHFFFAOYSA-N	C20H15N4O2ClS	410.060423	-0.88406	
fcoHa@NN|NRPQF`aIe][geYvUzLce^x@JZh@b`p@HJH@@	Compound 88	348802	=	3.0e5	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	DGNRVGPZXZKQQS-UHFFFAOYSA-N	C20H15N4O2ClS	410.060423	-0.88406	
edZRFHDJGAeaC@mchP@`ZSnrQQQJNJJYJYIJYSPiXTVNMS@ptsSMULDEDuUTTFe@@	Compound 89	1145370	=	101380	nM	IC50				589666		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 21 (10), 3088-3091 (2011)	21470860	10.1016/j.bmcl.2011.03.034	DHALZBQVKROERD-UHFFFAOYSA-N	C23H26N4O6S	486.157306	1.1315	
edZRFHDJGAeaC@mchP@`ZSnrQQQJNJJYJYIJYSPiXTVNMS@ptsSMULDEDuUTTFe@@	Compound 90	1145370	=	49.14	%	Inhibition				589665		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 21 (10), 3088-3091 (2011)	21470860	10.1016/j.bmcl.2011.03.034	DHALZBQVKROERD-UHFFFAOYSA-N	C23H26N4O6S	486.157306	1.1315	
fnsQb@BZyHHHcHhdeeMEDhdTjL|fkX@JZjf`@BBb@@	Compound 91	493037	=	140	nM	IC50				341535		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 18 (20), 5684-5688 (2008)	18796354	10.1016/j.bmcl.2008.08.082	DHEPUAXVQWBJND-INIZCTEOSA-N	C17H15N2O3Cl	330.077120	4.0428	
fncQP@DT@kTTiLlsr{MntXUkUUSU@pQDBH@	Compound 92	333679	<	10	%	Inhibition				254534		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	DHPRPYBVASOMNS-ZVLZOBCMSA-N	C16H20N2O5	320.137223	2.5394	
eeSRN@@DAKjPCHdal^\bbTJbRbtTRrbbRtvTtlRqEAwwHkUUTmTuPMAQTsSQDXSaVJZPJP	Compound 93	329385	=	45000	nM	IC50	0.14	7.49	2.77	251881		Carona virus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 48 (22), 6767-6771 (2005)	16250632	10.1021/jm050548m	DHTSLDPANDNYNQ-KVOKEACQSA-N	C31H40N4O7	580.289701	-2.5778	
eeSRN@@DAKjPCHdal^\bbTJbRbtTRrbbRtvTtlRqEAwwHkUUTmTuPMAQTsSQDXSaVJZPJP	Compound 94	329385	=	45000	nM	IC50				298649		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 17 (21), 5876-5880 (2007)	17855091	10.1016/j.bmcl.2007.08.031	DHTSLDPANDNYNQ-KVOKEACQSA-N	C31H40N4O7	580.289701	-2.5778	
eeSRN@@DAKjPCHdal^\bbTJbRbtTRrbbRtvTtlRqEAwwHkUUTmTuPMAQTsSQDXSaVJZPJP	Compound 95	329385	=	0.8167	hr	T1/2				250668		Carona virus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 48 (22), 6767-6771 (2005)	16250632	10.1021/jm050548m	DHTSLDPANDNYNQ-KVOKEACQSA-N	C31H40N4O7	580.289701	-2.5778	
eeSRN@@DAKjPCHdal^\bbTJbRbtTRrbbRtvTtlRqEAwwHkUUTmTuPMAQTsSQDXSaVJZPJP	Compound 96	329385	=	0.014	1/min	kinact				250772		Carona virus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 48 (22), 6767-6771 (2005)	16250632	10.1021/jm050548m	DHTSLDPANDNYNQ-KVOKEACQSA-N	C31H40N4O7	580.289701	-2.5778	
foAPa@LF``@PpHrRPjJIIEVkNVjPhA@@@	Compound 97	371890	<	10	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	DJOJRYLDSBEZMU-UHFFFAOYSA-N	C9H8N2O2S2	240.002718	1.6101	
fmoqC@EN|DDQrHdDYEEDhiUMDeheBdpVkIKM\ADUTBDP@DDJT@@	Compound 98	379281	<=	50	%	Inhibition				406904		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 18 (23), 6110-6114 (2008)	18947995	10.1016/j.bmcl.2008.10.023	DJWLQTYNNCVURN-UHFFFAOYSA-N	C20H15N3OCl2S	415.031286	2.7867	
f`q`b@EBtBlRYVywVgIJ`BFfjH@@	Compound 99	349110	=	66000	nM	IC50	0.36	12.70	11.18	262886		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3440-3443 (2006)	16759084	10.1021/jm0602357	DKYBERVCUALHHG-UHFFFAOYSA-N	C12H12NO2I	328.991277	-1.1668	
f`q`b@EBtBlRYVywVgIJ`BFfjH@@	Compound 100	349110	=	66069	nM	Ki				262886		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3440-3443 (2006)	16759084	10.1021/jm0602357	DKYBERVCUALHHG-UHFFFAOYSA-N	C12H12NO2I	328.991277	-1.1668	
f`q`b@EBtBlRYVywVgIJ`BFfjH@@	Compound 101	349110	=	66000	nM	Ki	0.36	12.70	11.18	262886		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3440-3443 (2006)	16759084	10.1021/jm0602357	DKYBERVCUALHHG-UHFFFAOYSA-N	C12H12NO2I	328.991277	-1.1668	
fbmHP@DTxHGdyrJIQQJjIQYLyIS`pDEUSUPvMJrC@@	Compound 102	376353	>	1.0e5	nM	EC50				281342		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. 15 (2), 839-846 (2007)	17085053	10.1016/j.bmc.2006.10.043	DMBWFFNIQQIPGN-AGEOJFDCSA-N	C12H14N4O4	278.101506	0.29006	
fbmHP@DTxHGdyrJIQQJjIQYLyIS`pDEUSUPvMJrC@@	Compound 103	376353	>	1.0e5	nM	IC50				281342		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. 15 (2), 839-846 (2007)	17085053	10.1016/j.bmc.2006.10.043	DMBWFFNIQQIPGN-AGEOJFDCSA-N	C12H14N4O4	278.101506	0.29006	
fi{qb@LDUHKPAFRJJIJIQYVYKIBLkQZtE@tUH@UDPQP@	Compound 104	349431	=	3.3113e12	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	DMJQWIMLNPOFCL-UHFFFAOYSA-N	C18H19N3O3S	357.114712	3.0684	
fi{qb@LDUHKPAFRJJIJIQYVYKIBLkQZtE@tUH@UDPQP@	Compound 105	349431	=	3.0e5	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	DMJQWIMLNPOFCL-UHFFFAOYSA-N	C18H19N3O3S	357.114712	3.0684	
ffcPB@AIADILklsJkQgdqs@AUPTDTQCa@@	Compound 106	2072560	>=	1000	nM	EC50				994860		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 59 (3), 841-853 (2016)	26599718	10.1021/acs.jmedchem.5b00752	DNCBAXHUOSCWMJ-IBGZPJMESA-N	C19H23N2Cl	314.154975	6.9215	
foA`b@BRtCDRYUvyZLlz@Bffa@@	Compound 107	371892	<	10	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	DOAWCJCMMHKJPC-UHFFFAOYSA-N	C11H8NO2Br	264.973840	-1.4382	
fe{QP@JJ@bSoILl[LvJtXN[UUMTuU@AALQbtkH@	Compound 108	333456	<	10	%	Inhibition				254534		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	DPDLYUXATYEMBK-HNKHHVNMSA-N	C19H26N2O5	362.184173	1.1704	
elRRFH@O@ichDEmkg`@cIICEDdelddeEDheMTeKCGEh@@@iifnmjh@L@kIj`	Compound 109	356371	=	16000	nM	IC50	0.19	9.70	2.96	266027		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (17), 5154-5161 (2006)	16913704	10.1021/jm060207o	DRMYXGNKNZPWAV-UHFFFAOYSA-N	C24H22N4O6S	494.126006	-7.4857	
fj}`c@E^bBHyDRBLbbbTTjbRLRXHsle`HbjiihfEJ@@	Compound 110	453070	<=	50	%	Inhibition				406904		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 18 (23), 6110-6114 (2008)	18947995	10.1016/j.bmcl.2008.10.023	DSELIJRCRNKWIU-UHFFFAOYSA-N	C15H13NO2Cl2S	341.004403	3.8962	
fdy`P@D@XFJSLrzn|SfkMTqAEL@@@	Compound 111	348565	<	25	%	Inhibition				262887		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3440-3443 (2006)	16759084	10.1021/jm0602357	DTLQFWOLEJQWJI-UHFFFAOYSA-N	C13H13NO4	247.084459	-1.7212	
fnk`b@EBtBlRYVywYVuirRhijv@HZZ@@@H@@@	Compound 112	349142	=	1100	nM	IC50	0.35	14.42	15.94	262886		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3440-3443 (2006)	16759084	10.1021/jm0602357	DTZJIZCNNNVZIT-UHFFFAOYSA-N	C19H12NO2I	412.991277	0.55214	
fnk`b@EBtBlRYVywYVuirRhijv@HZZ@@@H@@@	Compound 113	349142	=	1100	nM	Ki	0.35	14.42	15.94	262886		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3440-3443 (2006)	16759084	10.1021/jm0602357	DTZJIZCNNNVZIT-UHFFFAOYSA-N	C19H12NO2I	412.991277	0.55214	
fnk`b@EBtBlRYVywYVuirRhijv@HZZ@@@H@@@	Compound 114	349142	=	1096.5	nM	Ki				262886		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3440-3443 (2006)	16759084	10.1021/jm0602357	DTZJIZCNNNVZIT-UHFFFAOYSA-N	C19H12NO2I	412.991277	0.55214	
fbmHP@AVSdBmFrQRJJKIQUYDX{tTuUTuUMTiHTHhIPp`@	Compound 115	1334475	>	30000	nM	EC50				648311		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 22 (8), 2705-2707 (2012)	22446091	10.1016/j.bmcl.2012.02.105	DUADFEIIDXPYEK-CKIYVRPFSA-N	C12H16N4O4	280.117156	2.1149	
ffc@`@@ZrJJIJIPrYHrLyXJ\mLuUUUUUXxPhbu@@	Compound 116	387460		0		Activity				294025		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	DWDOXTINEVOYSV-DBVUQKKJSA-N	C20H30O2	302.224580	-2.3173	
ffc@`@@ZrJJIJIPrYHrLyXJ\mLuUUUUUXxPhbu@@	Compound 117	387460	=	1470	nM	EC50				294026		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	DWDOXTINEVOYSV-DBVUQKKJSA-N	C20H30O2	302.224580	-2.3173	
ffc@`@@ZrJJIJIPrYHrLyXJ\mLuUUUUUXxPhbu@@	Compound 118	387460	=	50	%	Inhibition				294024		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	DWDOXTINEVOYSV-DBVUQKKJSA-N	C20H30O2	302.224580	-2.3173	
ffc@`@@ZrJJIJIPrYHrLyXJ\mLuUUUUUXxPhbu@@	Compound 119	387460	<	25	%	Inhibition				294022		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	DWDOXTINEVOYSV-DBVUQKKJSA-N	C20H30O2	302.224580	-2.3173	
ffc@`@@ZrJJIJIPrYHrLyXJ\mLuUUUUUXxPhbu@@	Compound 120	387460	<	25	%	Inhibition				294023		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	DWDOXTINEVOYSV-DBVUQKKJSA-N	C20H30O2	302.224580	-2.3173	
foAab@B\ehDPdrkmrtYYt@EMMB@@	Compound 121	371859	=	60	nM	IC50	0.66	32.30	13.80	278391		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	DWJOEJDGHVXXEB-UHFFFAOYSA-N	C10H6NO3Cl	223.003621	-0.41217	
foAab@B\ehDPdrkmrtYYt@EMMB@@	Compound 122	371859	=	99	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	DWJOEJDGHVXXEB-UHFFFAOYSA-N	C10H6NO3Cl	223.003621	-0.41217	
edZTFL@JNMOAio`PIABPpdLbdLRbRTtRRTvfabTW@bSVQStMTuLpREQLDCDHA@H`	Compound 123	2087687	>	50000	nM	IC50				1017144		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. 24 (13), 3035-3042 (2016)	27240464	10.1016/j.bmc.2016.05.013	DWSJOSLXKQYZQI-UHFFFAOYSA-N	C23H13N2O6F3	470.072572	-6.7197	
dg~L@IANRYYeUV}MjBPhD@@	Compound 124	371880	=	80	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	DZNOWZQGPBGZLF-UHFFFAOYSA-N	C10H7NO3	189.042594	-1.0837	
edZRDL@MOBabN`HaPHrBDfYWy]e[vvUvXDLlRJn^``bfh@bf`@jD@@@	Compound 125	348938	=	4.8978e12	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	FAICNNMEVHYSOP-UHFFFAOYSA-N	C25H23N4O2ClS2	510.095093	3.1967	
edZRDL@MOBabN`HaPHrBDfYWy]e[vvUvXDLlRJn^``bfh@bf`@jD@@@	Compound 126	348938	=	2.0e5	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	FAICNNMEVHYSOP-UHFFFAOYSA-N	C25H23N4O2ClS2	510.095093	3.1967	
